Pclass,Fare,AgeBin,FamilySize,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Sex_male,Survived
3,-0.5024451714361923,2,2,False,True,False,True,False,False,True,False
1,0.7868452935884461,2,2,False,False,False,False,True,False,False,True
3,-0.4888542575852486,2,1,False,True,True,False,False,False,False,True
1,0.4207302360686478,2,2,False,True,False,False,True,False,False,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.47811642890864375,2,1,True,False,False,True,False,False,True,False
1,0.395813560675251,3,1,False,True,False,True,False,False,True,False
3,-0.22408312108167944,0,5,False,True,False,False,False,False,True,False
3,-0.4242561406845337,2,3,False,True,False,False,True,False,False,True
2,-0.04295550208861426,1,2,False,False,False,False,True,False,False,True
3,-0.312172377522981,0,3,False,True,True,False,False,False,False,True
1,-0.11384570873513637,4,1,False,True,True,False,False,False,False,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.01870931177853076,2,7,False,True,False,True,False,False,True,False
3,-0.4902797934380587,1,1,False,True,True,False,False,False,False,False
2,-0.3262666585535892,3,1,False,True,False,False,True,False,False,True
3,-0.06199888922968463,0,6,True,False,False,False,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,True
3,-0.2859972841804228,2,2,False,True,False,False,True,False,False,False
3,-0.5029485386158568,2,1,False,False,False,False,True,False,False,True
2,-0.12491978668775715,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,True
3,-0.4867562231804066,2,1,True,False,True,False,False,False,False,True
1,0.06635974158478332,2,1,False,True,False,True,False,False,True,True
3,-0.22408312108167944,0,5,False,True,True,False,False,False,False,False
3,-0.016444159470040135,2,7,False,True,False,False,True,False,False,True
3,-0.5029485386158568,2,1,False,False,False,True,False,False,True,False
1,4.647001076532463,2,6,False,True,False,True,False,False,True,False
3,-0.48977642625839407,2,1,True,False,True,False,False,False,False,True
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
1,-0.09027201697708476,2,1,False,False,False,False,False,True,True,False
1,2.301728820789,2,2,False,False,False,False,True,False,False,True
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
2,-0.43700743807979686,5,1,False,True,False,True,False,False,True,False
1,1.0060617003323709,2,2,False,False,False,True,False,False,True,False
1,0.39858208016340624,2,2,False,True,False,True,False,False,True,False
3,-0.5028639729296732,2,1,False,False,False,True,False,False,True,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.2859972841804228,2,3,False,True,True,False,False,False,False,False
3,-0.42207354059350805,1,2,False,False,True,False,False,False,False,True
3,-0.4576454924460446,2,2,False,True,False,False,True,False,False,False
2,-0.22559322262067316,2,2,False,True,False,False,True,False,False,False
3,-0.4894421904510968,2,1,False,False,False,True,False,False,True,False
2,0.18876253192945994,0,4,False,False,True,False,False,False,False,True
3,-0.48977642625839407,2,1,True,False,True,False,False,False,False,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.3363340021468808,2,2,True,False,False,True,False,False,True,False
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
3,-0.21191774308354583,2,3,False,False,False,True,False,False,True,False
3,-0.29002422161773944,2,2,False,True,False,False,True,False,False,False
3,0.1506737441786005,0,6,False,True,False,False,False,False,True,False
3,-0.4913710934835715,2,1,False,True,False,True,False,False,True,False
1,0.8964967865378598,3,2,False,False,False,False,True,False,False,True
2,-0.12491978668775715,2,2,False,True,False,False,True,False,False,True
1,0.5995101505357573,5,2,False,False,False,True,False,False,True,False
1,0.06635974158478332,2,1,False,True,False,True,False,False,True,True
2,-0.43700743807979686,2,1,False,True,True,False,False,False,False,True
3,-0.5028639729296732,2,1,False,False,False,True,False,False,True,False
2,-0.08968408411123653,0,4,False,True,True,False,False,False,False,True
3,0.2958951755118318,1,8,False,True,False,False,False,False,True,False
3,-0.5028639729296732,2,1,False,False,False,True,False,False,True,False
1,0.962353321387736,2,1,False,True,True,False,False,False,False,True
1,1.0323213593611125,3,2,False,True,False,True,False,False,True,False
3,-0.08666388103324908,0,6,False,True,False,False,False,False,True,False
1,-0.09027201697708476,2,1,False,False,False,True,False,False,True,False
3,-0.3414522396297103,2,3,False,False,False,False,False,False,True,True
2,-0.43700743807979686,2,1,False,True,False,False,True,False,False,True
3,-0.4841568350646187,2,1,False,True,False,True,False,False,True,False
3,-0.4888542575852486,2,7,False,True,True,False,False,False,False,True
3,-0.47400492578514347,2,3,False,True,False,True,False,False,True,False
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,False
3,0.2958951755118318,2,8,False,True,True,False,False,False,False,False
2,0.8314778546749452,2,1,False,True,False,True,False,False,True,False
3,-0.3573908580066095,2,2,False,False,False,True,False,False,True,False
3,0.48910360681684706,2,1,False,True,False,True,False,False,True,True
3,-0.494391296561559,2,1,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
2,-0.06451572512800753,0,3,False,True,False,False,False,False,True,True
3,-0.397241430886295,2,1,False,True,True,False,False,False,False,True
3,-0.46720946885967163,2,1,False,True,False,True,False,False,True,False
3,-0.45714212526638004,2,1,False,True,False,True,False,False,True,True
3,-0.49162277707340374,2,1,True,False,True,False,False,False,False,True
1,0.29992211294914856,2,1,False,True,False,True,False,False,True,False
2,-0.43700743807979686,2,1,False,True,True,False,False,False,False,True
3,-0.32928686163157667,2,4,False,True,False,False,True,False,False,True
3,0.04370821849987721,2,5,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
1,4.647001076532463,2,6,False,True,True,False,False,False,False,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.4902797934380587,2,1,False,True,False,True,False,False,True,False
1,0.5833178351003071,3,2,False,True,False,True,False,False,True,False
3,-0.23415046467497105,2,4,False,True,False,True,False,False,True,False
3,-0.5024451714361923,4,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
1,0.0493298231623713,5,1,False,False,False,True,False,False,True,False
1,0.6272778976347743,2,2,False,False,False,True,False,False,True,True
2,-0.18532384824750675,2,2,False,True,False,False,True,False,False,True
2,-0.12491978668775715,2,2,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,True,False,False,False,False,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
1,0.907737982394129,2,2,False,True,False,True,False,False,True,False
3,-0.4741720436887921,2,1,False,True,False,True,False,False,True,False
3,-0.4888542575852486,2,3,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
3,-0.494391296561559,2,1,False,True,True,False,False,False,False,True
3,-0.4918744606632361,2,1,False,True,False,True,False,False,True,True
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
3,-0.1621689579829361,2,2,True,False,True,False,False,False,False,True
1,0.39858208016340624,3,1,False,True,False,True,False,False,True,False
3,-0.3573908580066095,2,2,False,False,True,False,False,False,False,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.4505983519307405,2,2,False,True,True,False,False,False,False,False
3,-0.3573083057891445,2,1,False,False,True,False,False,False,False,False
3,-0.4888542575852486,2,1,False,True,False,True,False,False,True,False
3,-0.49237782784290063,5,1,True,False,False,True,False,False,True,False
2,-0.22559322262067316,2,2,False,True,False,True,False,False,True,False
1,4.335332226633905,2,2,False,False,False,True,False,False,True,False
3,-0.01870931177853076,0,7,False,True,True,False,False,False,False,False
2,0.8314778546749452,2,3,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
2,-0.04295550208861426,2,2,False,False,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,True,False,False,False,False,True
1,0.907737982394129,3,2,False,True,False,True,False,False,True,False
3,-0.42207354059350805,1,2,False,False,False,False,False,False,True,True
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,False
3,-0.5046257580584992,2,1,False,True,False,True,False,False,True,True
3,-0.19824427701513722,2,3,False,False,True,False,False,False,False,True
3,-0.5079822104125026,3,1,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,False,False,True,False,False,True,False
3,-0.5064721088735089,2,1,False,True,False,True,False,False,True,False
3,-0.35646868933346404,3,2,False,True,False,False,True,False,False,False
2,-0.12491978668775715,2,2,False,True,False,False,True,False,False,True
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
2,-0.3454791770670269,2,1,False,False,False,True,False,False,True,False
1,-0.11921562980779811,2,3,False,True,True,False,False,False,False,True
1,0.4207302360686478,2,2,False,True,False,True,False,False,True,False
3,-0.4628462821463391,2,1,False,True,False,True,False,False,True,False
1,0.9462455716384695,2,1,False,False,False,True,False,False,True,False
3,-0.3414522396297103,2,3,False,False,False,False,True,False,False,False
3,-0.49237782784290063,2,1,False,True,True,False,False,False,False,True
3,-0.32928686163157667,2,2,False,True,False,False,True,False,False,True
3,-0.5125125150294839,2,1,True,False,False,True,False,False,True,False
2,-0.41687275089321363,2,1,False,True,False,True,False,False,True,False
2,0.09152810056801232,2,3,False,True,False,True,False,False,True,False
3,-0.49145565916975514,2,1,False,True,False,True,False,False,True,True
3,0.04370821849987721,0,5,False,True,True,False,False,False,False,False
2,-0.12491978668775715,2,3,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,False,False,True,True,False
2,-0.39623469652696586,3,1,False,True,False,False,False,True,True,False
1,0.6925485130875209,2,2,False,True,False,False,True,False,False,True
3,-0.4863374216869257,3,1,False,True,False,True,False,False,True,False
3,-0.35646868933346404,2,3,False,True,False,True,False,False,True,False
3,-0.5011867534870308,2,1,False,True,False,True,False,False,True,False
1,0.5874293382238074,3,2,False,False,False,True,False,False,True,False
3,-0.49271407711891657,2,1,True,False,True,False,False,False,False,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.47400492578514347,2,1,False,True,False,True,False,False,True,False
3,0.7519458402879414,2,11,False,True,False,False,False,False,True,False
3,-0.32425318983493084,3,2,False,True,False,True,False,False,True,False
2,-0.331300330350235,2,1,False,True,False,False,True,False,False,True
3,-0.4918744606632361,2,1,False,True,False,True,False,False,True,False
3,-0.47400492578514347,2,1,False,True,False,True,False,False,True,False
3,0.1506737441786005,0,6,False,True,False,False,False,False,True,False
3,-0.2351571990343002,0,3,False,True,False,False,False,False,True,True
1,0.4589861417231558,2,2,False,True,False,False,True,False,False,True
3,-0.08666388103324908,3,6,False,True,False,False,True,False,False,False
1,-0.12642988822675086,2,1,False,True,False,True,False,False,True,False
3,0.48910360681684706,2,1,False,True,False,True,False,False,True,False
1,0.026090367211616904,5,1,False,True,False,True,False,False,True,False
3,-0.06199888922968463,0,6,True,False,False,False,False,False,True,False
3,-0.4242561406845337,0,3,False,True,True,False,False,False,False,True
3,-0.4888542575852486,2,1,False,True,False,True,False,False,True,False
1,-0.030371322596999754,3,1,False,False,False,True,False,False,True,False
3,-0.4902797934380587,2,3,False,True,False,True,False,False,True,False
3,-0.13565761536436197,2,5,False,True,False,False,False,False,True,False
1,-0.07030444769415023,3,1,False,False,True,False,False,False,False,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
3,-0.6484216535389205,2,1,False,True,False,True,False,False,True,False
3,0.7519458402879414,2,11,False,True,True,False,False,False,False,False
2,-0.34539461138084326,2,1,False,False,False,True,False,False,True,False
3,-0.016444159470040135,0,7,False,True,False,False,False,False,True,False
2,0.13683114673782454,0,4,False,True,False,False,False,False,True,True
3,-0.20495516825442542,0,3,False,True,True,False,False,False,False,True
1,0.3583127057902398,2,1,False,True,False,True,False,False,True,False
3,-0.3363340021468808,2,2,True,False,False,False,True,False,False,True
1,-0.11384570873513637,3,1,False,True,False,True,False,False,True,True
3,-0.3363340021468808,2,3,True,False,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,False,True,False,False,True
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
3,-0.4902797934380587,2,2,False,True,True,False,False,False,False,True
2,-0.12491978668775715,0,3,False,True,False,False,False,False,True,True
1,-0.09027201697708476,3,1,False,False,False,False,True,False,False,True
1,2.301728820789,4,1,False,False,True,False,False,False,False,True
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,False
3,-0.47920571548543794,2,2,False,True,False,True,False,False,True,False
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
2,-0.3866707201133388,2,1,False,True,True,False,False,False,False,False
3,-0.45714212526638004,2,1,False,True,False,True,False,False,True,False
3,0.7519458402879414,2,11,False,True,False,True,False,False,True,False
3,-0.5176307525123133,2,1,False,True,False,True,False,False,True,False
3,-0.5029485386158568,3,1,False,False,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,True
3,-0.43776248884929375,0,2,False,True,True,False,False,False,False,False
3,-0.32928686163157667,2,2,False,True,False,True,False,False,True,False
3,-0.2701412180209885,2,1,False,False,False,True,False,False,True,True
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
1,-0.024246350754841113,2,1,False,False,False,True,False,False,True,True
3,-0.5064721088735089,2,1,False,True,False,True,False,False,True,False
2,-0.22559322262067316,2,1,False,True,True,False,False,False,False,True
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
3,-0.49237782784290063,2,2,True,False,False,True,False,False,True,False
1,1.6323350375212924,2,2,False,False,True,False,False,False,False,True
3,-0.4888542575852486,2,1,False,True,True,False,False,False,False,True
2,-0.10478509950117394,2,2,False,True,False,True,False,False,True,False
1,0.8876878608937296,2,1,False,False,True,False,False,False,False,True
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,True
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,3,1,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
1,1.163700193253568,2,2,False,True,False,True,False,False,True,True
3,-0.4601623283443675,2,1,False,True,False,True,False,False,True,False
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,True
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
3,-0.13565761536436197,2,5,False,True,True,False,False,False,False,False
1,1.0323213593611125,2,2,False,True,False,False,True,False,False,True
3,-0.4918744606632361,2,1,False,True,False,True,False,False,True,False
2,-0.3766033765200472,4,1,False,True,False,True,False,False,True,False
3,-0.016444159470040135,0,7,False,True,True,False,False,False,False,True
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,False
3,-0.49640476528021726,2,1,False,True,True,False,False,False,False,False
2,-0.12491978668775715,3,2,False,True,False,True,False,False,True,False
2,-0.11988611489111134,0,3,False,True,True,False,False,False,False,True
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,False
2,-0.4012683683236117,2,1,False,True,False,True,False,False,True,False
3,-0.3573908580066095,2,2,False,False,True,False,False,False,False,False
3,-0.3363340021468808,2,2,True,False,True,False,False,False,False,True
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,False
3,-0.5049620073345151,2,1,False,True,False,True,False,False,True,False
3,-0.5029485386158568,2,1,False,False,False,True,False,False,True,False
1,1.163700193253568,3,3,True,False,False,False,False,True,True,False
3,-0.4918744606632361,2,1,False,True,True,False,False,False,False,False
2,-0.35646868933346404,2,3,False,True,False,False,True,False,False,True
1,0.40974072380221066,2,3,False,True,False,True,False,False,True,True
2,-0.12491978668775715,3,2,False,True,False,False,False,True,True,False
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
3,-0.43776248884929375,2,3,False,True,False,False,True,False,False,False
1,-0.11384570873513637,5,1,False,True,False,True,False,False,True,False
3,-0.32425318983493084,2,2,False,True,False,True,False,False,True,False
3,-0.2414492887801075,2,3,False,True,False,False,True,False,False,False
3,-0.3414522396297103,2,3,False,False,False,False,True,False,False,True
1,0.9462455716384695,2,1,False,False,False,False,True,False,False,True
1,1.093228788100527,2,1,False,True,True,False,False,False,False,True
1,9.667166525013505,2,1,False,False,True,False,False,False,False,True
2,-0.12491978668775715,3,2,False,True,False,False,True,False,False,True
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,False
3,-0.016444159470040135,0,7,False,True,False,False,False,False,True,True
1,0.955306180872432,3,3,False,True,False,True,False,False,True,False
1,-0.6484216535389205,2,1,False,True,False,True,False,False,True,False
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,False
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,False
3,0.1506737441786005,2,6,False,True,False,True,False,False,True,False
3,-0.4918744606632361,2,2,False,True,False,True,False,False,True,True
1,2.441497778832105,4,2,False,True,False,False,True,False,False,True
1,2.0825124140450755,2,1,False,True,True,False,False,False,False,True
1,-0.024246350754841113,2,1,False,True,False,True,False,False,True,False
3,-0.6484216535389205,2,1,False,True,False,True,False,False,True,True
2,-0.255795253400548,2,2,False,True,False,False,True,False,False,True
1,-0.05042144409739929,2,2,False,False,False,True,False,False,True,False
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
1,0.921244330558889,5,2,False,True,True,False,False,False,False,True
3,-0.49237782784290063,3,1,False,True,True,False,False,False,False,False
2,-0.6484216535389205,2,1,False,True,False,True,False,False,True,False
3,-0.06199888922968463,0,6,True,False,False,False,False,False,True,False
3,-0.24069423801061057,2,3,False,True,False,False,True,False,False,True
3,-0.49237782784290063,5,1,True,False,False,True,False,False,True,False
3,-0.4902797934380587,2,1,False,True,False,True,False,False,True,False
3,-0.45714212526638004,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,True
1,-0.12491978668775715,2,1,False,True,False,True,False,False,True,False
3,-0.47400492578514347,2,1,False,False,False,True,False,False,True,False
3,-0.45714212526638004,2,1,False,True,False,True,False,False,True,True
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,True
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
1,0.9391984311231651,2,1,False,True,True,False,False,False,False,True
1,1.1854295476653287,2,2,False,False,False,False,True,False,False,True
2,-0.3891875560116617,2,1,False,False,False,True,False,False,True,False
3,-0.4702296719376591,2,1,False,True,True,False,False,False,False,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
