Pclass,Fare,AgeBin,FamilySize,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Sex_male,Survived
1,-0.09027201697708476,2,1,False,False,False,True,False,False,True,False
3,-0.5028639729296732,2,1,False,False,False,True,False,False,True,False
1,2.4029901895877646,0,4,False,True,True,False,False,False,False,False
1,-0.034313694348132716,2,1,False,True,False,True,False,False,True,True
1,4.335332226633905,3,2,False,False,False,False,True,False,False,True
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
3,-0.18029017645086096,2,3,True,False,False,True,False,False,True,True
3,-0.6484216535389205,2,1,False,True,False,True,False,False,True,False
2,-0.3997582667846179,2,1,True,False,True,False,False,False,False,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
1,2.4029901895877646,0,4,False,True,False,False,False,False,True,True
1,1.5841789061771412,2,1,False,False,True,False,False,False,False,True
1,1.5442457810799908,2,2,False,False,False,False,True,False,False,True
2,-0.16518916106092355,2,2,False,False,False,True,False,False,True,False
1,0.49782998024351216,2,1,False,False,True,False,False,False,False,True
1,1.0259447039291216,2,1,False,False,True,False,False,False,False,True
1,4.634416897040849,2,5,False,False,True,False,False,False,False,True
2,-0.12491978668775715,2,3,False,True,False,False,True,False,False,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
2,-0.11988611489111134,3,3,False,True,False,True,False,False,True,False
3,-0.4902797934380587,2,1,False,True,True,False,False,False,False,True
2,-0.12491978668775715,2,2,False,True,False,False,True,False,False,True
2,-0.36653603292675563,3,1,False,True,False,False,False,True,True,False
1,2.671117778445337,2,3,False,True,True,False,False,False,False,True
1,2.059693773056521,2,3,False,False,False,False,True,False,False,True
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
2,-0.3997582667846179,2,1,True,False,True,False,False,False,False,True
2,-0.06451572512800753,2,3,False,True,False,False,True,False,False,True
3,0.7519458402879414,2,11,False,True,False,True,False,False,True,False
1,2.0825124140450755,2,1,False,False,True,False,False,False,False,True
3,-0.5228315422126077,5,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,False,True,False,False,True
3,-0.2351571990343002,2,3,False,True,False,False,True,False,False,True
1,0.5189714017894245,2,2,False,False,True,False,False,False,False,True
3,-0.18029017645086096,2,3,True,False,True,False,False,False,False,True
1,-0.07458306872129913,3,1,False,True,False,True,False,False,True,False
1,2.441497778832105,2,2,False,True,False,True,False,False,True,False
3,-0.2859972841804228,2,3,False,True,False,True,False,False,True,False
1,2.042579288947925,2,2,False,True,False,False,True,False,False,True
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
1,0.6925485130875209,2,2,False,True,False,True,False,False,True,False
1,2.059693773056521,2,1,False,False,True,False,False,False,False,True
3,-0.4863374216869257,3,1,False,True,False,True,False,False,True,True
1,0.06635974158478332,3,1,False,True,False,True,False,False,True,False
2,-0.12491978668775715,0,3,False,True,False,False,False,False,True,True
1,4.647001076532463,2,6,False,True,True,False,False,False,False,True
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,True,False,False,False,False,True
2,-0.3866707201133388,2,1,False,True,True,False,False,False,False,True
3,-0.32425318983493084,2,2,False,True,False,False,True,False,False,True
3,-0.32828012727224753,0,3,False,True,False,False,False,False,True,True
3,-0.47400492578514347,2,1,False,True,False,True,False,False,True,False
3,-0.4626791642426904,2,1,False,True,False,True,False,False,True,False
1,0.05629239799149171,2,1,False,True,False,True,False,False,True,False
3,-0.5028639729296732,2,3,False,False,False,True,False,False,True,False
3,-0.29002422161773944,2,2,False,True,False,True,False,False,True,False
3,-0.5029485386158568,2,1,False,False,False,True,False,False,True,False
3,-0.45714212526638004,2,1,False,True,False,True,False,False,True,False
1,0.4589861417231558,2,2,False,True,True,False,False,False,False,True
2,-0.3866707201133388,2,1,False,True,True,False,False,False,False,False
3,-0.48977642625839407,2,1,True,False,True,False,False,False,False,True
3,-0.48977642625839407,2,1,True,False,True,False,False,False,False,True
3,-0.08666388103324908,2,6,False,True,False,True,False,False,True,False
2,-0.09027201697708476,2,2,False,False,False,True,False,False,True,False
3,-0.3573908580066095,3,2,False,False,False,False,True,False,False,False
3,-0.5064721088735089,2,1,False,True,False,True,False,False,True,False
3,-0.3363340021468808,2,2,True,False,False,True,False,False,True,False
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
1,0.8667135572514657,5,2,False,False,False,False,True,False,False,True
3,-0.5028639729296732,2,1,False,False,False,False,True,False,False,True
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
1,0.7469121684912956,2,1,False,False,False,False,False,True,False,True
1,0.4678796330534696,2,2,False,False,False,True,False,False,True,True
3,-0.5176307525123133,2,2,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
1,2.0825124140450755,2,1,False,False,False,True,False,False,True,False
3,-0.22408312108167944,0,5,False,True,True,False,False,False,False,False
1,1.0060617003323709,2,2,False,False,False,False,True,False,False,True
3,-0.5024451714361923,2,1,False,True,True,False,False,False,False,True
1,3.610064686423428,2,3,False,False,False,True,False,False,True,False
3,-0.5676312212027554,2,1,False,False,False,True,False,False,True,False
3,-0.4918744606632361,2,1,False,True,False,True,False,False,True,False
1,3.9327230485884233,2,1,False,False,True,False,False,False,False,True
3,-0.33146744825388363,0,3,False,False,True,False,False,False,False,True
3,-0.4888542575852486,2,1,False,True,False,True,False,False,True,False
1,0.39858208016340624,2,2,False,True,False,False,True,False,False,True
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
2,0.8314778546749452,2,1,False,True,False,True,False,False,True,False
3,0.2958951755118318,0,8,False,True,False,False,False,False,True,False
2,-0.3866707201133388,2,1,False,True,True,False,False,False,False,True
3,-0.49279662933638163,2,1,True,False,False,True,False,False,True,False
2,-0.40680540729992204,2,1,False,False,True,False,False,False,False,True
1,1.7677408088510642,2,4,False,True,False,True,False,False,True,True
3,-0.49145565916975514,2,1,False,True,False,True,False,False,True,True
3,-0.4888542575852486,2,3,False,True,False,True,False,False,True,False
1,1.6323350375212924,2,2,False,False,True,False,False,False,False,True
3,-0.312172377522981,2,3,False,True,False,False,True,False,False,True
3,-0.49145565916975514,2,1,False,True,False,True,False,False,True,False
3,-0.4902797934380587,2,1,False,True,True,False,False,False,False,False
2,-0.12491978668775715,3,1,False,True,False,True,False,False,True,False
2,-0.43700743807979686,2,1,False,True,False,False,False,True,True,False
2,-0.393717860628643,2,1,False,True,False,False,True,False,False,True
3,-0.4888542575852486,2,1,False,True,False,True,False,False,True,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.4505983519307405,2,2,False,True,True,False,False,False,False,False
3,-0.32928686163157667,2,2,False,True,False,True,False,False,True,False
3,-0.47400492578514347,2,1,False,True,True,False,False,False,False,False
2,-0.22559322262067316,2,2,False,True,False,True,False,False,True,False
3,-0.49237782784290063,3,1,False,True,False,True,False,False,True,False
2,-0.2708962687904854,0,3,False,True,False,False,False,False,True,True
3,-0.4918744606632361,2,1,False,True,False,True,False,False,True,False
3,-0.13565761536436197,2,5,False,True,True,False,False,False,False,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
3,-0.5103319284071769,2,1,True,False,False,True,False,False,True,False
1,1.163700193253568,2,2,True,False,True,False,False,False,False,True
2,-0.6484216535389205,2,1,False,True,False,True,False,False,True,False
3,-0.4888542575852486,3,1,False,True,False,True,False,False,True,True
3,-0.4863374216869257,2,1,False,True,False,False,True,False,False,False
2,0.005955680025033696,2,3,False,True,False,False,True,False,False,True
2,-0.3866707201133388,2,3,False,True,True,False,False,False,False,True
2,-0.3866707201133388,2,1,False,True,False,True,False,False,True,False
3,-0.1621689579829361,1,3,False,True,True,False,False,False,False,False
3,-0.4894421904510968,2,1,False,False,False,True,False,False,True,False
3,-0.49271407711891657,2,1,True,False,False,True,False,False,True,False
3,-0.4898609919445778,2,1,False,True,False,True,False,False,True,False
3,-0.35848215805212236,2,3,False,True,False,False,True,False,False,False
3,-0.2414492887801075,2,3,False,True,False,True,False,False,True,False
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
2,-0.12491978668775715,2,2,False,True,False,False,True,False,False,True
2,-0.12491978668775715,2,1,False,True,True,False,False,False,False,True
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,True
1,-0.11384570873513637,2,1,False,True,False,True,False,False,True,True
3,-0.32425318983493084,2,2,False,True,False,False,True,False,False,True
2,-0.12491978668775715,2,2,False,True,False,False,True,False,False,True
3,-0.5049620073345151,2,1,False,True,False,True,False,False,True,False
1,0.4771073601910807,3,2,False,True,False,True,False,False,True,False
1,1.7677408088510642,1,4,False,True,True,False,False,False,False,True
3,0.04370821849987721,2,5,False,True,True,False,False,False,False,False
2,-0.2708962687904854,2,6,False,True,False,False,True,False,False,True
1,4.647001076532463,5,6,False,True,False,True,False,False,True,False
2,-0.43700743807979686,2,1,False,True,False,True,False,False,True,False
2,-0.11988611489111134,3,3,False,True,False,False,True,False,False,True
3,-0.45714212526638004,2,1,False,True,False,True,False,False,True,False
3,-0.4918744606632361,2,2,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,False,False,False,True,False,True
3,-0.48507900373776425,2,1,False,True,False,True,False,False,True,True
1,0.9997696105865636,0,3,False,True,False,False,False,False,True,True
2,-0.255795253400548,1,2,False,True,True,False,False,False,False,True
1,-0.11384570873513637,2,1,False,True,False,True,False,False,True,True
3,-0.26066180729354516,0,4,False,False,True,False,False,False,False,True
1,-0.034313694348132716,3,1,False,True,False,False,False,True,True,True
2,-0.08968408411123653,2,4,False,True,False,True,False,False,True,False
3,-0.2463983948905696,2,2,False,True,False,True,False,False,True,False
1,-0.08968408411123653,2,1,False,False,False,True,False,False,True,False
1,1.145663540471827,3,2,False,False,False,True,False,False,True,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,False,False,True,False,False,True,True
1,-0.11384570873513637,5,1,False,True,False,True,False,False,True,False
1,0.395813560675251,2,2,False,True,False,False,True,False,False,True
2,-0.43700743807979686,3,1,False,True,True,False,False,False,False,True
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,False
1,-0.11384570873513637,3,1,False,True,False,True,False,False,True,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
1,0.12676380314453292,3,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,3,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.5064721088735089,2,1,False,True,False,True,False,False,True,False
2,-0.6484216535389205,2,1,False,True,False,True,False,False,True,False
1,-0.11384570873513637,3,1,False,True,False,True,False,False,True,False
3,-0.4928811950225652,2,1,True,False,False,True,False,False,True,False
3,-0.26066180729354516,0,4,False,False,True,False,False,False,False,True
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
3,-0.47400492578514347,2,1,False,True,False,True,False,False,True,False
2,-0.08968408411123653,2,4,False,True,False,False,True,False,False,True
2,-0.3707300882677209,2,1,False,False,False,False,True,False,False,True
3,-0.45034666834090825,2,1,False,True,True,False,False,False,False,False
1,0.39858208016340624,2,1,False,True,False,True,False,False,True,False
2,-0.22559322262067316,2,2,False,True,False,True,False,False,True,False
3,-0.5065566745596926,2,2,False,True,False,True,False,False,True,False
3,-0.4969926981460655,2,1,False,True,False,True,False,False,True,False
3,-0.4010166847337793,0,2,False,True,True,False,False,False,False,True
3,0.2958951755118318,0,8,False,True,False,False,False,False,True,False
2,-0.6484216535389205,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,3,1,False,True,False,True,False,False,True,False
3,-0.455380340137554,5,1,False,True,False,False,True,False,False,True
1,1.1854295476653287,2,2,False,False,False,True,False,False,True,True
3,-0.13565761536436197,2,5,False,True,True,False,False,False,False,False
1,1.163700193253568,2,2,False,True,False,False,True,False,False,True
1,-0.05042144409739929,4,1,False,False,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.32828012727224753,0,3,False,True,False,False,False,False,True,True
3,-0.2463983948905696,2,2,False,True,False,True,False,False,True,False
3,-0.5024451714361923,2,1,False,True,False,True,False,False,True,False
1,-0.034313694348132716,3,1,False,True,False,True,False,False,True,False
1,0.3483299278831318,5,1,False,False,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.3573083057891445,2,1,False,False,False,True,False,False,True,False
1,0.9274538680872313,3,2,False,False,True,False,False,False,False,True
3,-0.3443878770215141,2,1,False,True,False,True,False,False,True,False
1,2.4029901895877646,2,4,False,True,False,False,True,False,False,False
3,-0.49145565916975514,2,1,False,True,False,True,False,False,True,False
3,-0.47400492578514347,2,1,False,True,False,True,False,False,True,False
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,False
3,-0.4948100980550399,2,1,True,False,True,False,False,False,False,False
3,-0.455380340137554,2,1,False,True,True,False,False,False,False,False
1,1.093228788100527,2,1,False,True,True,False,False,False,False,True
1,1.5442457810799908,2,2,False,False,False,True,False,False,True,False
2,-0.12491978668775715,2,3,False,True,False,False,True,False,False,True
1,-0.11384570873513637,2,1,False,True,False,True,False,False,True,True
3,-0.1948878246611338,2,1,False,True,False,True,False,False,True,False
3,0.48910360681684706,2,1,False,True,False,True,False,False,True,True
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
1,-0.11913106412161445,2,1,False,True,False,True,False,False,True,True
1,0.5475787653441219,3,2,False,False,False,False,True,False,False,True
3,-0.4974960653257301,2,1,False,True,False,True,False,False,True,False
1,0.036576512298389464,3,1,False,True,False,True,False,False,True,False
2,-0.43700743807979686,2,1,False,True,False,False,True,False,False,True
3,-0.1621689579829361,2,1,True,False,False,True,False,False,True,False
2,-0.12491978668775715,2,2,False,True,False,False,True,False,False,True
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
1,1.2341715984066093,2,1,False,True,True,False,False,False,False,True
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
3,-0.5029485386158568,2,1,False,False,False,True,False,False,True,False
1,0.5189714017894245,3,2,False,False,False,False,True,False,False,True
3,-0.5028639729296732,2,1,False,False,False,True,False,False,True,False
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,False
2,-0.43700743807979686,3,1,False,True,True,False,False,False,False,True
1,3.817033162951754,2,1,False,True,False,True,False,False,True,False
3,-0.4888542575852486,2,1,False,True,False,True,False,False,True,False
2,-0.41687275089321363,2,4,False,True,False,True,False,False,True,False
2,-0.12491978668775715,0,3,False,True,True,False,False,False,False,True
3,-0.5028639729296732,2,1,False,False,False,True,False,False,True,False
3,-0.5028639729296732,2,3,False,False,False,True,False,False,True,False
3,-0.19824427701513722,2,3,False,False,False,False,True,False,False,True
3,-0.47400492578514347,2,1,False,True,True,False,False,False,False,False
2,-0.11988611489111134,0,3,False,True,True,False,False,False,False,True
1,-0.11384570873513637,3,1,False,True,False,False,False,True,True,False
1,1.4944124302931971,2,1,False,False,True,False,False,False,False,True
3,-0.35646868933346404,2,1,False,True,False,True,False,False,True,False
1,0.3482453621969482,2,3,False,False,True,False,False,False,False,True
1,0.7811411367084872,2,3,False,True,True,False,False,False,False,True
3,-0.01870931177853076,0,7,False,True,True,False,False,False,False,False
3,-0.01870931177853076,1,7,False,True,True,False,False,False,False,False
2,-0.12491978668775715,2,2,False,True,False,True,False,False,True,True
1,1.4944124302931971,3,2,False,False,False,True,False,False,True,False
1,-0.12491978668775715,5,1,False,True,False,True,False,False,True,False
2,-0.12491978668775715,2,2,False,True,False,False,True,False,False,True
2,-0.3693045524149108,2,1,False,False,False,True,False,False,True,True
3,-0.2351571990343002,2,3,False,True,False,True,False,False,True,False
2,0.09152810056801232,0,3,False,True,False,False,False,False,True,True
1,1.5841789061771412,2,3,False,False,False,True,False,False,True,True
2,-0.12491978668775715,2,1,False,True,False,True,False,False,True,False
3,-0.49078316061772326,2,1,True,False,False,True,False,False,True,False
3,-0.5029485386158568,2,1,False,False,False,True,False,False,True,True
3,-0.4918744606632361,2,1,False,True,True,False,False,False,False,True
1,-0.11384570873513637,5,1,False,True,False,True,False,False,True,False
1,0.1489119590497745,3,2,False,False,False,False,False,True,False,True
1,3.9327230485884233,2,1,False,False,False,True,False,False,True,False
1,0.955306180872432,2,3,False,True,False,False,True,False,False,True
3,-0.29807809649237277,2,2,False,True,False,False,True,False,False,True
3,-0.49237782784290063,2,1,True,False,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
2,-0.3766033765200472,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,True,False,False,False,False,False
3,-0.1621689579829361,2,3,False,True,False,True,False,False,True,False
3,-0.4894421904510968,2,1,False,True,False,True,False,False,True,False
3,-0.22408312108167944,2,5,False,True,False,False,True,False,False,False
3,-0.5028639729296732,2,1,False,False,False,True,False,False,True,False
3,-0.4902797934380587,2,1,False,True,False,True,False,False,True,True
2,-0.43700743807979686,5,1,False,True,False,True,False,False,True,True
1,0.38809593507663365,3,3,False,True,False,False,True,False,False,True
1,-0.11711759540295616,2,1,False,True,False,True,False,False,True,True
3,-0.49237782784290063,2,1,True,False,True,False,False,False,False,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.35646868933346404,2,1,False,True,False,True,False,False,True,False
2,-0.3866707201133388,2,1,False,True,True,False,False,False,False,True
1,0.4771073601910807,2,2,False,True,False,False,True,False,False,True
3,-0.3573083057891445,2,2,False,False,False,False,True,False,False,False
3,-0.4888542575852486,2,1,False,True,False,True,False,False,True,True
2,-0.04438103794142432,2,3,False,True,True,False,False,False,False,True
1,1.5841789061771412,2,3,False,False,False,False,True,False,False,True
2,-0.12491978668775715,3,1,False,True,False,True,False,False,True,False
1,0.15948266982273065,2,1,False,False,False,True,False,False,True,False
3,-0.47299819142581434,2,1,False,False,False,True,False,False,True,False
1,0.955306180872432,2,3,False,True,True,False,False,False,False,True
2,-0.3464013457401724,3,1,False,True,False,True,False,False,True,False
1,0.9462455716384695,5,3,False,False,False,True,False,False,True,True
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.4863374216869257,2,1,False,True,False,True,False,False,True,False
3,-0.5049620073345151,2,1,False,True,False,True,False,False,True,False
1,0.9274538680872313,3,2,False,False,False,False,True,False,False,True
3,-0.5024451714361923,3,1,False,True,False,True,False,False,True,False
